"obs_id","study_id","model","prescience_score","confidence","rationale","scored_at","scorer_version","source_pass","elapsed_sec","parse_ok"
"testahur95-330c0c-OBS-005","testahur95-330c0c","sonar-reasoning-pro","5","3","From the late 1990s onward, a massive ecosystem emerged and expanded around preventing or mitigating computer failures, including antivirus and security vendors (Symantec, McAfee), backup and disaster-recovery providers (Veritas, EMC, Commvault), and high-availability hardware and clustering solutions from IBM, HP, Sun, and others. In the 2000s–2020s, this broadened into global cybersecurity, business continuity, observability, and IT service-management markets (e.g., Palo Alto Networks, CrowdStrike, Splunk, Datadog, ServiceNow, major cloud providers’ multi-region and DR offerings), all heavily marketed around fears of downtime, data loss, breaches, and ransomware. The core idea that a sophisticated industry of hardware, software, and services would ‘thrive on pain and paranoia’ surrounding application failures remained accurate and became even more pronounced by 2010–2026.","2026-06-14T18:34:37Z","v6","pass_c_sonar_v1","7.49","true"
"intel-centrino-pk-8ecf9a-OBS-003","intel-centrino-pk-8ecf9a","sonar-reasoning-pro","0","3","The phrase ""Over 5 hours"" appears to be a contemporaneous statement of Centrino’s battery-life capability, matching Intel’s 2003 launch materials that cited MobileMark 2002 results of ""up to five hours of battery life or more"" for Centrino-based systems.[1][2] This is a point-in-time performance spec, not a forward-looking prediction about future trends or long-term patterns in mobile computing, so there is no meaningful prescience to evaluate against post-2010 developments.","2026-06-14T18:34:43Z","v6","pass_c_sonar_v1","5.26","true"
"computerworld-ilm-waiting-2004-OBS-024","computerworld-ilm-waiting-2004","sonar-reasoning-pro","3","2","The directional claim that automated storage tiering would significantly reduce manual storage intervention was borne out: mainstream enterprise arrays such as EMC FAST VP, IBM Easy Tier, 3PAR Adaptive Optimization, Hitachi Dynamic Tiering, and NetApp’s flash-based tiering features did automate a large portion of what had been manual LUN and volume placement and tuning from roughly 2010 onward. However, published case studies and practitioner reports generally describe qualitative gains or more modest time savings (e.g., 30–60% reductions in certain admin tasks), and adoption was concentrated in specific segments, so an 80% reduction in overall storage-related production hours being “broadly achieved” appears overstated rather than consistently documented across the industry. By the mid‑2010s and into the cloud era (AWS EBS/S3 tiering, Azure, GCP), automation further reduced hands-on tier management, but storage teams still spent substantial effort on design, troubleshooting, and governance, which limits how literally the 80% figure can be taken as an industry-wide outcome.","2026-06-14T18:35:07Z","v6","pass_c_sonar_v1","23.84","true"
"ncr-3000-cabinet-engineering-diagram-199-fa564f-OBS-004","ncr-3000-cabinet-engineering-diagram-199-fa564f","sonar-reasoning-pro","1","3","In the early 1990s, 525 MB QIC cartridges were a common low-end backup option, but capacities and formats evolved rapidly, with larger QIC variants and 4–8 GB DDS/DAT and DLT drives becoming mainstream by the mid-1990s. Through the 2000s and 2010s, enterprise backup standards shifted to higher-capacity formats such as DLT, LTO, and then disk- and cloud-based backup, leaving 525 MB QIC far from a lasting or defining “standard.”","2026-06-14T18:35:15Z","v6","pass_c_sonar_v1","8.33","true"
"ncr-3000-cabinet-engineering-diagram-199-fa564f-OBS-002","ncr-3000-cabinet-engineering-diagram-199-fa564f","sonar-reasoning-pro","0","3","The statement about ""8 primary + 8 optional Micro Channel slots"" is a concrete hardware specification for a particular NCR System 3000 cabinet configuration, not a forecast or characterization of future market or technology direction. As such, there is no meaningful way to evaluate its prescience against post-1992 developments in server architectures or bus technologies, only its accuracy as a contemporaneous spec.","2026-06-14T18:35:20Z","v6","pass_c_sonar_v1","3.87","true"
"2001-hp-camera-lab-journal-prod-d90f3f-OBS-018","2001-hp-camera-lab-journal-prod-d90f3f","sonar-reasoning-pro","0","3","This claim is a narrow, retrospective technical diagnosis of a specific interoperability failure between a ROM upgrade, Windows XP’s disk formatting, and camera media, rather than a forward-looking prediction or generalizable pattern. Subsequent history of digital cameras, flash media, and Windows XP/Vista/7 shows broad improvements in filesystem compatibility and reliability, with no enduring or widely discussed long-term trend anchored on this particular failure mode. As such, it does not meaningfully lend itself to a prescience assessment.","2026-06-14T18:35:25Z","v6","pass_c_sonar_v1","5.32","true"
"review-gateway-notebook-with-intel-centr-985a73-OBS-002","review-gateway-notebook-with-intel-centr-985a73","sonar-reasoning-pro","0","3","This is a contemporaneous product review of a specific Gateway 450 notebook’s performance, battery life, display, and Wi‑Fi reception, not a forward-looking prediction about market or technology trends. While Intel’s Centrino platform did become known in the mid‑2000s for improving notebook battery life and integrated Wi‑Fi in corporate laptops, that broader pattern was already evident at launch and does not depend on the long-term accuracy of this particular model’s evaluated strengths.[2][6][8] The claim is therefore too narrow and time-bound to meaningfully assess for prescience through 2010–2026.","2026-06-14T18:35:34Z","v6","pass_c_sonar_v1","8.36","true"
"otellini-preview-on-the-impact-2013-a50192-OBS-007","otellini-preview-on-the-impact-2013-a50192","sonar-reasoning-pro","0","3","The 'claim' consists only of the fragment '90nm', which is not a complete statement, prediction, or characterization that can be evaluated. Without any context about what was being asserted regarding the 90nm process node—its timing, competitive impact, yields, economics, or market effects—there is no falsifiable or confirmable proposition to score for prescience. This appears to be an incomplete or placeholder entry rather than an assessable analytical claim.","2026-06-14T18:35:40Z","v6","pass_c_sonar_v1","5.39","true"
"review-gateway-notebook-with-intel-centr-985a73-OBS-002","review-gateway-notebook-with-intel-centr-985a73","sonar-reasoning-pro","0","3","This is a narrow, time-bound product evaluation of the Gateway 450’s contemporaneous strengths in performance, battery life, display, and Wi-Fi reception, not a forward-looking prediction about technology or market direction. While Intel Centrino did broadly deliver better mobile performance, battery life, and integrated Wi-Fi for many laptops in the mid-2000s[2][5], that validates the platform, not the long-term historical significance or foresight of this specific model-level praise.","2026-06-14T18:35:45Z","v6","pass_c_sonar_v1","5.00","true"
"2002-04-oracle-appsworld-insight-jones-fb0f43-OBS-012","2002-04-oracle-appsworld-insight-jones-fb0f43","sonar-reasoning-pro","4","3","From the mid‑2000s onward, Oracle consistently treated each major release as a base platform upon which to sell additional, separately licensed capabilities, such as Oracle Database options (e.g., Diagnostics Pack, Tuning Pack in 10g/11g) and new E‑Business Suite 11i/12 modules. The same pattern intensified in the Fusion and Oracle Cloud eras, where core suites like Oracle ERP Cloud, HCM Cloud, and CX Cloud serve as foundational subscriptions that unlock substantial upsell into adjacent modules (EPM Cloud, SCM Cloud, industry clouds) and platform services on OCI within the existing customer base. The claim captures this long‑running “upgrade as upsell platform” model accurately, though it described a pattern already emerging in 2002 rather than predicting an unexpected shift, so it is scored as largely rather than remarkably prescient.","2026-06-14T18:35:54Z","v6","pass_c_sonar_v1","8.75","true"
"sars2-hot-topic-cf91d4-OBS-012","sars2-hot-topic-cf91d4","sonar-reasoning-pro","0","3","The fragmentary claim ""~100 cases/day"" is a descriptive data point with no clear time frame, geography, or forward-looking implication, so it cannot be meaningfully evaluated for prescience. The 2002–2003 SARS outbreak ultimately involved about 8,000 cases worldwide over roughly six months before being contained in July 2003, with daily case counts varying significantly by period and region.[3] Without an explicit forecast (for example, that incidence would remain at or grow from ~100 cases/day over a defined horizon), there is no testable prediction to compare against the subsequent course of the epidemic or its long-term impact on the electronics industry.","2026-06-14T18:36:00Z","v6","pass_c_sonar_v1","6.08","true"
"2003-06-sarbanes-oxley-insight-pt2-veytsel-3950f2-OBS-001","2003-06-sarbanes-oxley-insight-pt2-veytsel-3950f2","sonar-reasoning-pro","4","3","After Sarbanes-Oxley in 2002, large enterprises substantially increased spending on controls, auditability, and real-time financial reporting, which pushed vendors to more tightly integrate transactional finance (order-to-cash, procure-to-pay, consolidation) with analytics, GRC, and performance management tools. This dynamic is visible in the rise of corporate/enterprise performance management (CPM/EPM) suites and GRC platforms in the mid‑2000s, as well as integrations and acquisitions such as Oracle–Hyperion and SAP–BusinessObjects that explicitly linked financial process platforms with analytics and compliance reporting. The convergence trend continued into the 2010s as cloud ERP suites like Oracle Cloud ERP, SAP S/4HANA, NetSuite, and Workday embedded analytics and controls directly into end‑to‑end financial value chains, confirming the direction of the claim even if SOX was only one of several drivers.","2026-06-14T18:36:12Z","v6","pass_c_sonar_v1","11.02","true"
"2026-kastner-intel-longitudinal-776f7e-OBS-098","2026-kastner-intel-longitudinal-776f7e","sonar-reasoning-pro","0","3","No substantive claim text is provided after the 'Claim:' label, so there is no concrete prediction, pattern, or characterization to evaluate against subsequent industry history. Without knowing what was asserted about Intel, x86, or any specific technology trend, it is impossible to compare the observation to documented developments between 2010 and 2026. As a result, the prescience of this observation cannot be assessed.","2026-06-14T18:36:17Z","v6","pass_c_sonar_v1","4.62","true"
"2026-kastner-ibm-longitudinal-OBS-051","2026-kastner-ibm-longitudinal","sonar-reasoning-pro","5","3","From the mid‑1990s through the 2010s, IBM systematically repositioned itself around IBM Global Services and related consulting and outsourcing businesses, selling off lower‑margin hardware lines such as PCs (to Lenovo in 2004) and x86 servers (to Lenovo in 2014), while mainframes became a focused, premium platform rather than the core of its revenue mix. By the early 2000s, services had become IBM’s largest business segment, and for much of the 2000–2020 period services and software together consistently accounted for the clear majority of IBM’s revenue, culminating in the 2021 spin‑off of its managed infrastructure services unit as Kyndryl to sharpen IBM’s identity as a hybrid‑cloud and consulting‑led company. This is exactly the hardware‑to‑services pivot and revenue mix shift the claim describes.","2026-06-14T18:36:23Z","v6","pass_c_sonar_v1","6.27","true"
"2026-kastner-oracle-longitudinal-OBS-071","2026-kastner-oracle-longitudinal","sonar-reasoning-pro","3","2","Oracle did in fact position OCI Gen 2 heavily around a distinctive security-first architecture, emphasizing an isolated control plane and separation between cloud management and customer tenancies in Larry Ellison’s keynote narratives and OCI marketing from roughly 2018 onward, so that part accurately captured a real and durable strand of Oracle’s strategy. However, OCI’s commercial differentiation versus AWS in the 2020s centered more on lower cost and better price–performance (especially for Autonomous Database, Exadata Cloud, and later GPU-heavy AI workloads) than on simple price parity, and by the mid‑2020s its growth was more strongly associated with AI infrastructure scale and multi‑cloud deals than with security architecture alone. Thus the observation gets Oracle’s architectural messaging broadly right but misstates the pricing posture and overweights security as the defining differentiator.","2026-06-14T18:36:35Z","v6","pass_c_sonar_v1","11.26","true"
"aberdeen-retail-bi-benchmark-survey-2006-aa440e-OBS-004","aberdeen-retail-bi-benchmark-survey-2006-aa440e","sonar-reasoning-pro","0","2","This claim is simply an internal planned publication date for Aberdeen’s own Retail BI Benchmark Report, not a prediction about retail BI technology, adoption, or market structure. There is no widely documented industry record of whether this specific report met that exact date, and the statement does not concern a trend or outcome whose accuracy can be evaluated over 2010–2026. As a result, it cannot be meaningfully scored for prescience in the sense of technology or market foresight.","2026-06-14T18:36:40Z","v6","pass_c_sonar_v1","5.01","true"
"aberdeen-multitrak-headlines-context-kas-f941d1-OBS-005","aberdeen-multitrak-headlines-context-kas-f941d1","sonar-reasoning-pro","0","1","The shorthand label only indicates a specific project structure (a three-year migration with a systems integrator assuming development risk) in a single manufacturing case, not a clear forward-looking prediction or generalized pattern. While large, multi‑year ERP and manufacturing IT migrations using global SIs (e.g., Accenture, IBM, CSC) with various risk‑sharing or fixed‑price contracts did become common through the 1990s and 2000s, the Aberdeen text as given is too narrow and underspecified to assess whether it was making (and correctly anticipating) a broader industry trend versus merely describing one firm’s plan.","2026-06-14T18:36:51Z","v6","pass_c_sonar_v1","10.20","true"
"soa-aon-webinar-022206a-125e6b-OBS-026","soa-aon-webinar-022206a-125e6b","sonar-reasoning-pro","0","3","The fragment '+11%' is a bare quantitative benchmark delta with no associated metric, population, time horizon, or causal claim, so it cannot be mapped to any concrete historical technology trend or adoption pattern. Without knowing whether this referred to, for example, integration project success rates, cost changes, or performance improvements, there is no way to compare it against documented outcomes in enterprise integration, SOA, or related technologies between 2010 and 2026. As a result, its prescience cannot be meaningfully evaluated.","2026-06-14T18:36:56Z","v6","pass_c_sonar_v1","4.83","true"
"research-resources-the-william-davidson--7de658-OBS-001","research-resources-the-william-davidson--7de658","sonar-reasoning-pro","3","3","From the late 2000s through the 2010s, enterprises substantially expanded outsourcing of application development and maintenance to global service providers, while internal IT increasingly shifted toward architecture, vendor management, product ownership, and digital transformation roles, which did align with a more strategic remit for retained staff. However, industry surveys and outsourcing research over this period consistently show cost reduction remained the primary driver for ADM outsourcing, with strategic focus and access to skills as important but secondary justifications, and many organizations in practice saw erosion rather than enhancement of internal hands-on technical skills. As a result, the idea that outsourcing would free internal IT for more strategic work was partly realized, but the framing that it was ""not all about the money"" overstates how much non-cost motives actually dominated real-world decisions and outcomes.","2026-06-14T18:37:05Z","v6","pass_c_sonar_v1","8.84","true"
"supreme-court-orders-intel-documents-rel-e6e110-OBS-001","supreme-court-orders-intel-documents-rel-e6e110","sonar-reasoning-pro","0","3","The statement accurately describes the procedural posture of Intel Corp. v. Advanced Micro Devices, Inc. (2004), where AMD used 28 U.S.C. §1782 in a California federal court to seek discovery for use in an EU Commission proceeding even though the EU had not itself requested the documents, and the Supreme Court held that the district court had discretionary authority to grant such discovery.[1][4][6] However, it does not articulate any forward-looking prediction or broader trend beyond this immediate case outcome, so there is no meaningful prescience to evaluate over 2010–2026, despite later §1782 developments such as the Supreme Court’s narrowing of its scope in ZF Automotive US, Inc. v. Luxshare, Ltd. (2022).[3]","2026-06-14T18:37:31Z","v6","pass_c_sonar_v1","25.41","true"
"samsung-unveils-fastest-mobile-cpu-on-th-c34fad-OBS-005","samsung-unveils-fastest-mobile-cpu-on-th-c34fad","sonar-reasoning-pro","5","3","By 2020, virtually all mainstream smartphones—both Android and iOS—used ARM-based SoCs, with x86 and other architectures having effectively disappeared from the handset market, so a 99%+ share is a fair characterization. Apple’s M1, introduced in late 2020, successfully extended ARM into mainstream PCs via Macs and was followed by subsequent Apple Silicon generations that reinforced ARM’s role in personal computing. Arm Holdings then went public on Nasdaq in September 2023 under the ticker ARM at an implied valuation of roughly $54–55 billion, matching the stated outcome and fitting the broader historical arc of ARM dominance.","2026-06-14T18:37:38Z","v6","pass_c_sonar_v1","6.99","true"
"processor-editorial-article-much-in-stor-660f27-OBS-002","processor-editorial-article-much-in-stor-660f27","sonar-reasoning-pro","2","3","By the mid-2010s, Linux had clearly achieved multiple mass markets: it dominated web and application servers, ran essentially all top supercomputers, and, via Android, became the core OS for the vast majority of smartphones worldwide, reaching billions of users. At the same time, Microsoft strategically chose to ""help"" Linux where it aligned with its business model, including making Linux a first-class citizen on Azure, joining the Linux Foundation as a Platinum member (2016), releasing SQL Server and .NET Core on Linux, and shipping the Windows Subsystem for Linux—moves that were commercially rational rather than ""insane."" The narrow prediction that Microsoft would not, for example, port Office to the Linux desktop did hold, but the broader assertions about Linux lacking a mass market and about rational firms never aiding a competitor OS were mostly overturned by subsequent history.","2026-06-14T18:37:49Z","v6","pass_c_sonar_v1","10.36","true"
"stratus-newcomers-tandem-eet-1982-24ae59-OBS-001","stratus-newcomers-tandem-eet-1982-24ae59","sonar-reasoning-pro","0","1","This is a contemporaneous 1981 market-size datapoint (~$100M for packaged fault-tolerant systems), not a forward-looking prediction about future adoption, growth, or technology direction. While Tandem’s rapid revenue growth and the broader expansion of fault-tolerant and high-availability systems through the 1980s and 1990s are well documented, later sources rarely break out a clean, retrospectively validated 1981 market figure for this exact definition of hardware and peripherals. Without reliable, directly comparable benchmarks for that specific year and market boundary, it is difficult to assess the accuracy or prescience of the $100M estimate itself.","2026-06-14T18:37:58Z","v6","pass_c_sonar_v1","9.44","true"
"wsj-digital-challenges-ibm-tests-bulkele-e2e227-OBS-009","wsj-digital-challenges-ibm-tests-bulkele-e2e227","sonar-reasoning-pro","0","3","This observation simply records that IBM refused to provide RAMP-C source code and an independent audit of its midrange benchmarks, which is a narrow, time-bound procedural fact rather than a forward-looking prediction or generalized pattern. While the 1990s–2000s saw the rise of independently audited, standardized benchmarks such as TPC-A/TPC-C and SPECint/SPECfp, that broader trend cannot be meaningfully evaluated as having been predicted or anticipated by this terse, descriptive note about IBM’s 1988 testing practices. As a result, there is no clear prediction to compare against developments through the 2010–2026 period.","2026-06-14T18:38:10Z","v6","pass_c_sonar_v1","11.00","true"
"2001-aberdeen-group-recent-publications-psk-2be54d-OBS-029b","2001-aberdeen-group-recent-publications-psk-2be54d","sonar-reasoning-pro","5","3","Microsoft acquired Great Plains in 2001 and rebranded the product line as Microsoft Business Solutions–Great Plains before consolidating it under the Microsoft Dynamics brand as Microsoft Dynamics GP by the mid‑2000s. Over the 2010–2026 period, the broader Microsoft Dynamics portfolio (including GP, NAV/Business Central, AX/Finance & Operations, and CRM/Dynamics 365) consistently generated several billion dollars in annual revenue and became a core ERP/CRM franchise within Microsoft’s Business Applications segment, validating the characterization of Dynamics as a multi‑billion‑dollar ERP/CRM business.","2026-06-14T18:38:29Z","v6","pass_c_sonar_v1","19.44","true"
"2010-intel-vpro-daily-globe-6f615e-OBS-018","2010-intel-vpro-daily-globe-6f615e","sonar-reasoning-pro","0","3","The claim text consists only of the maturity label 'active-mainstream' with no referenced technology, capability, market segment, or timeframe. Because there is no concrete, falsifiable statement about adoption, impact, or direction, it is impossible to compare this observation to documented technology developments between 2010 and 2026. As a result, its prescience cannot be meaningfully assessed.","2026-06-14T18:38:34Z","v6","pass_c_sonar_v1","4.34","true"
"2003-aberdeen-group-free-research-aberdeen-insights-1-968e18-OBS-032","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","sonar-reasoning-pro","0","3","The description only states that Aberdeen ""assessed"" Q4 2001 technology spending for the impact of September 11 on the global IT economy, but does not reveal what specific prediction, directional call, or quantified impact they asserted. Historically, IT spending was already under pressure from the dot-com bust and 2001 recession, with 9/11 causing a short-term freeze and further caution in capital spending, followed by a gradual recovery in mid‑2000s enterprise IT budgets. Because the actual Aberdeen conclusion is not specified, there is no way to determine whether their assessment matched how IT spending and the broader tech economy evolved after 2001.","2026-06-14T18:38:41Z","v6","pass_c_sonar_v1","6.72","true"
"watchit-psk-aberdeen-cro-presenter-2002--5843bc-OBS-001","watchit-psk-aberdeen-cro-presenter-2002--5843bc","sonar-reasoning-pro","0","3","The statement is simply a contemporaneous title/role designation (that PSK was Chief Research Officer at Aberdeen Group) rather than a forward-looking prediction or characterization of technology or market direction. Because it does not assert anything about how Microsoft, Aberdeen, or the industry would evolve after 2002, there is no prescience to evaluate against subsequent developments through the 2000s, 2010s, or 2020s.","2026-06-14T18:38:46Z","v6","pass_c_sonar_v1","4.69","true"
"aberdeen-rb-testing-soa-web-apps-2007-e2096f-OBS-004","aberdeen-rb-testing-soa-web-apps-2007-e2096f","sonar-reasoning-pro","3","3","By the 2010s, SOA and later microservices/API-based systems did force QA organizations to expand into systematic performance testing at the service and end-to-end levels, with widespread use of tools like JMeter, Gatling, and cloud-based load testing integrated into CI/CD pipelines. API versioning and backward-compatibility testing (via semantic versioning, API gateways, and consumer-driven contract testing tools such as Pact) became a standard concern, but these were only two among several drivers (including automation, Agile, and DevOps) behind QA’s structural changes, so the claim captures part—but not all—of what reshaped QA.","2026-06-14T18:39:11Z","v6","pass_c_sonar_v1","24.86","true"
"psa-category-created-hofferberth-57edb8-OBS-013","psa-category-created-hofferberth-57edb8","sonar-reasoning-pro","1","1","I cannot find reliable evidence that Microsoft released a branded Professional Services Automation (PSA) product in 2002 distinct from its broader project and business applications portfolio, and major historical overviews of PSA vendors from the 2000s typically list firms like Changepoint, Clarizen, and OpenAir rather than Microsoft as category-defining suppliers. Given the lack of well-documented confirmation and my limited ability to verify niche 2002 product announcements, I have to treat the specific claim 'Microsoft ships PSA product in 2002' as not supported by widely documented history and score it as wrong, but with low confidence due to the possibility of an obscure or short‑lived offering that did not gain market traction.","2026-06-14T18:39:18Z","v6","pass_c_sonar_v1","6.36","true"
"1999pr~1-c5516b-OBS-020","1999pr~1-c5516b","sonar-reasoning-pro","4","3","From the dot-com boom onward, organizations repeatedly reported global shortages of IT implementation and operations talent, driving large-scale offshoring of deployment and support work to firms like Infosys, TCS, and Wipro in the 2000s and 2010s. As infrastructure and software commoditized further via x86 servers, virtualization, and then public cloud (AWS, Azure, Google Cloud), the number of systems deployed grew faster than the supply of professionals able to design, integrate, and manage them, and by the 2010s–2020s a chronic skills gap in areas like cloud operations, DevOps, and cybersecurity lifecycle management was widely documented. However, commoditization and SaaS also reduced the need for some traditional IS roles, so the claim overstates the extent to which commoditization alone created the shortage rather than a broader mismatch between rapid technology diffusion and workforce development.","2026-06-14T18:39:28Z","v6","pass_c_sonar_v1","9.59","true"
"erpv2p~1-b15573-OBS-002","erpv2p~1-b15573","sonar-reasoning-pro","0","3","The claim text consists only of the number “$13.8 billion” with no clear subject, time frame, or qualitative assertion, so it is impossible to determine what was being predicted or assessed. Without knowing whether this refers to ERP market size, spending, or some other metric, and with no directionality or timing, there is no way to compare it meaningfully to subsequent ERP market developments through the 2000s and 2010s. As a result, the prescience of the observation cannot be judged.","2026-06-14T18:39:32Z","v6","pass_c_sonar_v1","3.41","true"
"datamation-informix-dsa-ad-aberdeen-cite-a9f18d-OBS-004","datamation-informix-dsa-ad-aberdeen-cite-a9f18d","sonar-reasoning-pro","0","2","The statement describes a specific 1994 deployment at Hyatt of symmetric multiprocessing (SMP) systems, which is a factual project detail rather than a forward-looking prediction or generalized industry trend. While SMP did become a common enterprise server architecture in the mid-to-late 1990s for databases and applications from vendors like Sun, HP, IBM, and Sequent, and was later supplemented or displaced by scale-out clusters and cloud architectures, the claim about Hyatt’s internal deployment is too narrow and poorly documented in the public record to evaluate for prescience relative to 2010–2026 developments. As such, it cannot be meaningfully scored against the rubric, which is oriented toward broader predictions or characterizations of industry direction.","2026-06-14T18:39:38Z","v6","pass_c_sonar_v1","6.28","true"
"oracle-att-ncr-customer-driven-seminar-t-b9f539-OBS-006","oracle-att-ncr-customer-driven-seminar-t-b9f539","sonar-reasoning-pro","0","3","The statement is a narrow historical detail about how a specific 1993 seminar tour was branded in brochures, during the period when AT&T had acquired NCR in 1991 and was in the process of rebranding the unit (later becoming AT&T Global Information Solutions in 1994 and then being spun out again as NCR in 1997).[3][9] It does not make any forward-looking claim about technology, markets, or adoption, so there is no basis to evaluate its prescience relative to developments through the 2000s and 2010s.","2026-06-14T18:39:43Z","v6","pass_c_sonar_v1","4.81","true"
"aberdeen-managing-is-amidst-it-chaos-lan-05ea75-OBS-001","aberdeen-managing-is-amidst-it-chaos-lan-05ea75","sonar-reasoning-pro","0","3","The only information provided for this observation’s claim is the label ""negative,"" with no substantive statement about technologies, timelines, or organizational outcomes. Without a concrete prediction or characterization, it is impossible to map what was allegedly forecast in 1993 to well-documented developments such as the rise of client–server computing, ERP consolidation, the commercial internet, or later cloud and SaaS adoption. Because there is no specific, testable content to compare against the historical record, the prescience of this observation cannot be assessed.","2026-06-14T18:39:47Z","v6","pass_c_sonar_v1","3.91","true"
"pc-replacements-lawyers-auditors-and-com-ce8ebb-OBS-003","pc-replacements-lawyers-auditors-and-com-ce8ebb","sonar-reasoning-pro","4","2","Contemporary and retrospective industry data agree that there was a major surge of corporate PC purchases from roughly 1997–1999 to address Y2K risks, resulting in a large installed base of late-1990s Windows 95/98 and Windows NT 4.0 machines still in service in the early 2000s. Studies of enterprise PC lifecycles in the mid‑2000s routinely cited 3–5 year replacement cycles and documented a large ‘Y2K bulge’ of aging hardware that was refreshed during the Windows XP and early flat‑panel eras, making a figure on the order of tens of millions of pre‑2000 corporate desktops by 2003 quite plausible. The statement is descriptive rather than predictive, but its quantitative and causal characterization of the installed base aligns well with how analysts and vendors later described the Y2K-driven replacement cycle, so it is largely accurate for the period it purports to describe.","2026-06-14T18:39:58Z","v6","pass_c_sonar_v1","10.24","true"
"on-computers-tips-good-news-for-ncr-dell-1943c5-OBS-006","on-computers-tips-good-news-for-ncr-dell-1943c5","sonar-reasoning-pro","1","3","After Mark Hurd became HP CEO in 2005 and brought in Randy Mott as CIO, HP invested in its own data warehousing platform, HP Neoview (launched mid‑2000s), which was explicitly positioned as a competitor to Teradata rather than a showcase Teradata deployment. HP later doubled down on owning its analytics stack by acquiring Vertica in 2011 and promoting Vertica-based and other HP-branded analytics solutions, with no evidence that HP ever emerged as a notable or flagship Teradata reference customer between 2005 and 2026. The strategic trajectory was to *compete* with Teradata, not to become a major Teradata customer, so the prediction did not materialize.","2026-06-14T18:40:06Z","v6","pass_c_sonar_v1","7.50","true"
"q-a-achieving-more-value-from-enterprise-d1d7dd-OBS-006","q-a-achieving-more-value-from-enterprise-d1d7dd","sonar-reasoning-pro","4","3","From the late 2000s through the 2010s, enterprises that tried to treat ERP vendors’ SOA-layer products (e.g., SAP NetWeaver/ESA, Oracle Fusion Middleware tightly coupled to E-Business Suite and PeopleSoft) as their primary SOA toolset often ended up with heavy lock-in, complex governance, and limited agility. Over time, best practice shifted toward more decoupled integration and API platforms such as MuleSoft, TIBCO, webMethods, and later iPaaS offerings (e.g., Dell Boomi, Azure Integration Services), confirming that using an ERP stack alone as the enterprise SOA layer was risky from an architectural and vendor-dependency standpoint. However, some organizations did run successfully for years on ERP-centric middleware, so calling the approach simply “dangerous” overstates the downside, making the warning largely but not perfectly prescient.","2026-06-14T18:40:13Z","v6","pass_c_sonar_v1","6.70","true"
"classmate-pc-evaluation-notes-8-103667-OBS-022","classmate-pc-evaluation-notes-8-103667","sonar-reasoning-pro","0","3","This note documents a specific stability bug in Class v6.0 under a mixed wired/wireless LAN configuration, not a prediction or generalizable trend about future technology. There is no widely documented, enduring industry pattern tied to this particular crash behavior on Intel Classmate PCs or similar educational clients from 2008 onward, so its long-term correctness as a forecast cannot be meaningfully evaluated.","2026-06-14T18:40:19Z","v6","pass_c_sonar_v1","5.54","true"
"peter-kastner-10-bde195-OBS-003","peter-kastner-10-bde195","sonar-reasoning-pro","0","3","The statement simply documents scheduled session topics and times at an Intel industry analyst summit (a green/eco-tech huddle and an emerging market roundtable) rather than making any forward-looking claim. Because it does not assert that specific technologies, markets, or trends will evolve in a particular way, there is no prediction to compare against subsequent history from 2010-2026. As a result, its prescience cannot be meaningfully assessed.","2026-06-14T18:40:22Z","v6","pass_c_sonar_v1","3.24","true"
"pc-replacement-survey-one-size-fits-none-73e2e0-OBS-001","pc-replacement-survey-one-size-fits-none-73e2e0","sonar-reasoning-pro","0","3","The provided excerpt only contains author and role attribution for Peter Kastner and does not include any substantive technological or market claim to evaluate. Without the actual content of the observation (no prediction, characterization, or data-driven assertion is present), there is nothing to compare against subsequent industry developments between 2003 and 2026, so prescience cannot be assessed.","2026-06-14T18:40:28Z","v6","pass_c_sonar_v1","5.05","true"
"volume-1-ch06-dec-mainframes-last-stand-1987-1988-OBS-016","volume-1-ch06-dec-mainframes-last-stand-1987-1988","sonar-reasoning-pro","0","2","This is a narrow factual recollection about a specific blind benchmark arrangement in a particular Westwood consulting firm and the Cullinet mainframe data center, not a forward-looking prediction or characterization of an industry trend. While Cullinet’s existence as a mainframe software vendor and its later acquisition by Computer Associates in 1989, as well as DEC’s competitive positioning against IBM, are well documented, whether this exact benchmark occurred has no clear, testable trajectory in the broader 1988–2026 industry record, so its prescience cannot be meaningfully scored.","2026-06-14T18:40:34Z","v6","pass_c_sonar_v1","6.31","true"
"volume-1-ch03-physics-of-consulting-1972-1979-OBS-009","volume-1-ch03-physics-of-consulting-1972-1979","sonar-reasoning-pro","0","3","This observation accurately describes a specific, short-lived migration issue between Univac 96-column and IBM 80-column card formats at Chase, but it does not make or imply a forward-looking claim about future technology trends. By the early to mid-1980s, punched cards had largely disappeared in favor of magnetic disk, tape, and later optical and solid-state storage, so the exact 96-vs-80-column problem did not persist as an ongoing pattern. While data-format and vendor-incompatibility issues certainly continued (e.g., mainframe EBCDIC-to-ASCII conversions, database and application migrations), those broader themes are not articulated in this specific claim, making it too narrow to meaningfully assess for prescience.","2026-06-14T18:40:44Z","v6","pass_c_sonar_v1","9.92","true"
